ano_compra,nome_instituicao,cnpj_instituicao,municipio_instituicao,uf,compra,insercao,codigo_br,descricao_catmat,unidade_fornecimento,generico,modalidade_compra,tipo_compra,unidade_fornecimento_capacidade,cnpj_fornecedor,fornecedor,cnpj_fabricante,fabricante,qtd_itens_comprados,preco_unitario,preco_total,pk,dt_criacao_registro
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,446105,"SAIS PARA REIDRATAÇÃO ORAL, COMPOSIÇÃO:SÓDIO, POTÁSSIO, CLORETO, CITRATO E GLICOSE, CONCENTRAÇÃO:90 MEQ/L + 20 MEQ/L + 80 MEQ/L + 30 MEQ/L + 111 MMOL/L, FORMA FARMACÊUTICA:PÓ P/ SOLUÇÃO ORAL",ENVELOPE,Desconhecido,Pregão,ADMINISTRATIVA,ENVELOPE,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,1858970000000,AIRELA INDUSTRIA FARMACEUTICA LTDA,42000,1.45,60900.0,1755,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,371273,"CLORETO DE SÓDIO, CONCENTRAÇAO:0,9 %, FORMA FARMACEUTICA:SOLUÇÃO ESTÉRIL NÃO INJETÁVEL",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,37931064000116,LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI,21759758000188,FARMAX S.A.,22500,1.74,39150.0,1756,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,294887,"SALBUTAMOL, DOSAGEM:100MCG/DOSE, FORMA FARMACÊUTICA:AEROSOL ORAL",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 200.00 DOSES,51892897000146,JT MEDICAMENTOS LTDA,17159200000000,LABORATORIO TEUTO BRASILEIRO S/A,11250,13.09,147262.5,1757,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,267283,"ESCOPOLAMINA BUTILBROMETO, DOSAGEM:10 MG",DRÁGEA,Desconhecido,Pregão,ADMINISTRATIVA,DRÁGEA,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,61082400000000,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,95000,0.5472,51984.0,1758,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,272796,"HEPARINA SÓDICA, DOSAGEM:5.000UI/ML, INDICAÇÃO:INJETÁVEL",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 0.25 ML,37931064000116,LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI,19570700000000,HIPOLABOR FARMACEUTICA LTDA,6000,8.51,51060.0,1759,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,267283,"ESCOPOLAMINA BUTILBROMETO, DOSAGEM:10 MG",DRÁGEA,Desconhecido,Pregão,ADMINISTRATIVA,DRÁGEA,3652030000170,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,61082400000000,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,285000,0.52,148200.0,1760,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,271581,"TOBRAMICINA, DOSAGEM:0,3%, APRESENTAÇÃO:SOLUÇÃO OFTÁLMICA",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 5.00 ML,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,5161070000000,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,2000,7.0,14000.0,1761,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,267666,"FUROSEMIDA, COMPOSIÇÃO:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 2.00 ML,37931064000116,LEMED COMERCIO DE MATERIAL E MEDICAMENTOS HOSPITALARES EIRELI,4099395000182,SANTISA LABORATORIO FARMACEUTICO S.A,14000,0.8557,11979.8,1762,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,292419,"CLINDAMICINA, DOSAGEM:150 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 4.00 ML,54843246000154,MED OESTE DISTRIBUIDORA DE MEDICAMENTOS LTDA,17174700000000,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,10000,3.74,37400.0,1763,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,327566,"ÁCIDO TRANEXÂMICO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 5.00 ML,54843246000154,MED OESTE DISTRIBUIDORA DE MEDICAMENTOS LTDA,19570700000000,HIPOLABOR FARMACEUTICA LTDA,2000,4.85,9700.0,1764,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,294887,"SALBUTAMOL, DOSAGEM:100MCG/DOSE, FORMA FARMACÊUTICA:AEROSOL ORAL",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 200.00 DOSES,51892897000146,JT MEDICAMENTOS LTDA,17159200000000,LABORATORIO TEUTO BRASILEIRO S/A,33750,13.09,441787.5,1765,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,328532,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 100.00 ML,6294126000100,RS - PRODUTOS HOSPITALARES LTDA,19570700000000,HIPOLABOR FARMACEUTICA LTDA,9000,7.52,67680.0,1766,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,268481,"MIDAZOLAM, DOSAGEM:5 MG/ML, APLICAÇÃO:INJETÁVEL",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 3.00 ML,40136720000101,DF2MED PRODUTOS HOSPITALARES LTDA,17159200000000,LABORATORIO TEUTO BRASILEIRO S/A,5000,2.358,11790.0,1767,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 10.00 ML,6294126000100,RS - PRODUTOS HOSPITALARES LTDA,6628330000000,FARMACE - INDUSTRIA QUIMICO-FARMACEUTICA CEARENSE LTDA,112500,0.2077,23366.25,1768,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,267657,"FENITOÍNA SÓDICA, DOSAGEM:100 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,40136720000101,DF2MED PRODUTOS HOSPITALARES LTDA,17159200000000,LABORATORIO TEUTO BRASILEIRO S/A,200000,0.1536,30720.0,1769,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,268236,"CLORETO DE SÓDIO, PRINCÍPIO ATIVO:0,9%_ SOLUÇÃO INJETÁVEL, APLICAÇÃO:SISTEMA FECHADO",AMPOLA,Desconhecido,Pregão,ADMINISTRATIVA,AMPOLA 10.00 ML,51892897000146,JT MEDICAMENTOS LTDA,1784792000529,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,37500,0.227,8512.5,1770,2025/07/29 13:20:05.738
2025,MUNICIPIO DE BENTO GONCALVES,87849923000109,BENTO GONCALVES,RS,2025/02/27 00:00:00.000,2025/03/17 00:00:00.000,268331,"IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 20.00 ML,54843246000154,MED OESTE DISTRIBUIDORA DE MEDICAMENTOS LTDA,19570700000000,HIPOLABOR FARMACEUTICA LTDA,1800,1.6,2880.0,1771,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CHARQUEADAS,88743604000179,CHARQUEADAS,RS,2025/02/28 00:00:00.000,2025/04/10 00:00:00.000,267728,"NIFEDIPINO, DOSAGEM:10 MG",COMPRIMIDO,Desconhecido,Pregão,ADMINISTRATIVA,COMPRIMIDO,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,5161069000544,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,2640,0.088,232.32,1772,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CHARQUEADAS,88743604000179,CHARQUEADAS,RS,2025/02/28 00:00:00.000,2025/04/10 00:00:00.000,267311,"METOCLOPRAMIDA CLORIDRATO, DOSAGEM:4 MG/ML, APRESENTAÇÃO:SOLUÇÃO ORAL",FRASCO,Desconhecido,Pregão,ADMINISTRATIVA,FRASCO 10.00 ML,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,1858973000129,AIRELA INDUSTRIA FARMACEUTICA LTDA,3000,1.61,4830.0,1773,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CHARQUEADAS,88743604000179,CHARQUEADAS,RS,2025/02/28 00:00:00.000,2025/04/10 00:00:00.000,273466,"LORATADINA, CONCENTRAÇÃO:10MG",COMPRIMIDO,N,Pregão,ADMINISTRATIVA,COMPRIMIDO,28643008000195,SANTO REMEDIO -COMERCIO DE PRODUTOS MEDICO-HOSPITALAR LTDA,2814497000107,CIMED INDUSTRIA S.A.,100000,0.0965,9650.0,1774,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,274567,"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1 + B6 + B12, USO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 2.00 ML,802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,49475833000106,BIOLAB SANUS FARMACEUTICA LTDA,1600,0.71,1136.0,1775,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,483781,"ZANUBRUTINIBE, CONCENTRAÇÃO:80 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,4307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,30763301000138,BEONE MEDICINES BRASIL LTDA,2880,278.15,801072.0,1776,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,274567,"VITAMINAS DO COMPLEXO B, COMPOSIÇÃO BÁSICA:B1 + B6 + B12, USO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 2.00 ML,802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,49475833000106,BIOLAB SANUS FARMACEUTICA LTDA,800,4.21,3368.0,1777,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,269843,"LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 5.00 ML,35959514000153,TOLESUL DISTRIBUIDORA DE MEDICAMENTOS LTDA,17174657000178,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA,3900,1.22,4758.0,1778,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,272193,"ESMOLOL CLORIDRATO, DOSAGEM:250 MG/ML, INDICAÇÃO:INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 10.00 ML,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,220,390.0,85800.0,1779,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,461324,"ABEMACICLIBE, CONCENTRAÇÃO:50 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,4307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,43940618000144,ELI LILLY DO BRASIL LTDA,4320,79.55,343656.0,1780,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,400002,"CABAZITAXEL, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",FRASCO,N,Registro de Preços,JUDICIAL,FRASCO 1.50 ML,358519000146,"RCC - DISTRIBUIDORA DE MEDICAMENTOS, CORRELATOS E PRODUTOS MEDICOS E HOSPITALARES LTDA",61190096000192,EUROFARMA LABORATORIOS S.A.,144,1075.79,154913.76,1781,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,621120,"RITLECITINIBE, 50 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,2424344000153,DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA,61072393000133,PFIZER BRASIL LTDA,720,160.11,115279.2,1782,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,272217,"DIFENIDRAMINA CLORIDRATO, CONCENTRAÇÃO:50MG/ML, USO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 1.00 ML,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,200,19.0,3800.0,1783,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,271600,"METILPREDNISOLONA, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:125 MG, APRESENTAÇÃO:PÓ LIOFILIZADO + DILUENTE, INJETÁVEL",FRASCO-AMPOLA,S,Pregão,ADMINISTRATIVA,FRASCO-AMPOLA,2816696000154,PONTAMED FARMACEUTICA LTDA,58430828000160,BLAU FARMACEUTICA S.A.,1800,8.17,14706.0,1784,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,461326,"ABEMACICLIBE, CONCENTRAÇÃO:150 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,4307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.,43940618000144,ELI LILLY DO BRASIL LTDA,100152,228.43,22877721.36,1785,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,359135,"DASATINIBE, CONCENTRAÇÃO:20 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,12420164000580,CM HOSPITALAR S.A.,56998982000107,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.,5760,61.14,352166.4,1786,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,483737,"DEUTETRABENAZINA, CONCENTRAÇÃO:6 MG, ADICIONAL:LIBERAÇÃO PROLONGADA",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,12420164000580,CM HOSPITALAR S.A.,5333542000108,TEVA FARMACEUTICA LTDA.,7200,243.35,1752120.0,1787,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,442721,"AXITINIBE, CONCENTRAÇÃO:1 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,2424344000153,DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA,61072393000133,PFIZER BRASIL LTDA,2880,50.63,145814.4,1788,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,607988,"MAVACANTENO, 5 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,56998982003122,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.,56998982000107,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.,2160,274.96,593913.6,1789,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,268504,"ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL",AMPOLA,N,Pregão,ADMINISTRATIVA,AMPOLA 2.00 ML,44734671002286,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,44900,1.05,47145.0,1790,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,461326,"ABEMACICLIBE, CONCENTRAÇÃO:150 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,12420164000580,CM HOSPITALAR S.A.,43940618000144,ELI LILLY DO BRASIL LTDA,5760,61.14,352166.4,1791,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,480012,"NIRAPARIBE, CONCENTRAÇÃO:100 MG",CÁPSULA,N,Registro de Preços,JUDICIAL,CÁPSULA,33247743004450,GLAXOSMITHKLINE BRASIL LTDA,33247743000110,GLAXOSMITHKLINE BRASIL LTDA,2160,355.71,768333.6,1792,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/29 00:00:00.000,339847,"CEFEPIMA CLORIDRATO, CONCENTRAÇÃO:2 G, FORMA FARMACEUTICA:PÓ LIÓFILO P/ INJETÁVEL",FRASCO-AMPOLA,S,Pregão,ADMINISTRATIVA,FRASCO-AMPOLA,339246000192,LONDRICIR COMERCIO DE MATERIAL HOSPITALAR LTDA,33258401000103,INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA,5700,10.57,60249.0,1793,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,612063,"TREMELIMUMABE, 20 MG/ML, SOLU&#199;&#195;O P/ DILUI&#199;&#195;O P/ INFUS&#195;O",FRASCO,N,Registro de Preços,JUDICIAL,FRASCO 15.00 ML,60318797000100,ASTRAZENECA DO BRASIL LTDA.,60318797000100,ASTRAZENECA DO BRASIL LTDA.,24,113220.59,2717294.16,1794,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,459790,"BENRALIZUMABE, CONCENTRAÇÃO:30 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, ADICIONAL:SERINGA PREENCHIDA",SERINGA,N,Registro de Preços,JUDICIAL,SERINGA 1.00 ML,60318797000100,ASTRAZENECA DO BRASIL LTDA.,60318797000100,ASTRAZENECA DO BRASIL LTDA.,216,12560.22,2713007.52,1795,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,612063,"TREMELIMUMABE, 20 MG/ML, SOLU&#199;&#195;O P/ DILUI&#199;&#195;O P/ INFUS&#195;O",SERINGA,N,Registro de Preços,JUDICIAL,SERINGA 1.00 ML,60318797000100,ASTRAZENECA DO BRASIL LTDA.,60318797000100,ASTRAZENECA DO BRASIL LTDA.,24,113220.59,2717294.16,1796,2025/07/29 13:20:05.738
2025,SECRETARIA DE ESTADO DA SAUDE,76416866000140,CURITIBA,PR,2025/03/06 00:00:00.000,2025/04/25 00:00:00.000,312568,"ERLOTINIBE, DOSAGEM:100 MG",COMPRIMIDO,N,Registro de Preços,JUDICIAL,COMPRIMIDO,656468000139,SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA,57507378000365,EMS S/A,720,115.0,82800.0,1797,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,268222,"BICARBONATO DE SÓDIO, DOSAGEM:8,4%, USO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Registro de Preços,ADMINISTRATIVA,AMPOLA 10.00 ML,90251109000194,DIMACI MATERIAL CIRURGICO LTDA,4459117000199,SAMTEC BIOTECNOLOGIA LTDA,700,0.75,525.0,1798,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,448841,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:50 MG/ML + 12,5 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",FRASCO,S,Registro de Preços,ADMINISTRATIVA,FRASCO 75.00 ML,90251109000194,DIMACI MATERIAL CIRURGICO LTDA,57507378000365,EMS S/A,30000,13.05,391500.0,1799,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,452913,"BUDESONIDA, CONCENTRAÇÃO:32MCG/DOSE, FORMA FARMACÊUTICA:SUSPENSÃO SPRAY",FRASCO,S,Registro de Preços,ADMINISTRATIVA,FRASCO 120.00 DOSES,90251109000194,DIMACI MATERIAL CIRURGICO LTDA,57507378000365,EMS S/A,38000,11.9,452200.0,1800,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,445797,"BECLOMETASONA DIPROPIONATO, CONCENTRAÇÃO:200 MCG/DOSE, FORMA FARMACEUTICA:AEROSSOL ORAL, CARACTERÍSTICA ADICIONAL:FRASCO DOSEADOR C/ BOCAL AEROGADOR",FRASCO,N,Registro de Preços,ADMINISTRATIVA,FRASCO 200.00 DOSES,61363032001541,CHIESI FARMACEUTICA LTDA,61363032000146,CHIESI FARMACEUTICA LTDA,15000,17.85,267750.0,1801,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,268442,"SUXAMETÔNIO CLORETO, DOSAGEM:100 MG, INDICAÇÃO:INJETÁVEL",FRASCO-AMPOLA,N,Registro de Preços,ADMINISTRATIVA,FRASCO-AMPOLA,2816696000154,PONTAMED FARMACEUTICA LTDA,58430828000160,BLAU FARMACEUTICA S.A.,500,19.4,9700.0,1802,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,267645,"DEXCLORFENIRAMINA MALEATO, DOSAGEM:2 MG",COMPRIMIDO,N,Registro de Preços,ADMINISTRATIVA,COMPRIMIDO,3652030000170,CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA,5161069000110,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,1296000,0.04,51840.0,1803,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,276283,"DESLANÓSIDO, DOSAGEM:0,2 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",AMPOLA,N,Registro de Preços,ADMINISTRATIVA,AMPOLA 2.00 ML,90251109000194,DIMACI MATERIAL CIRURGICO LTDA,60665981000118,UNIAO QUIMICA FARMACEUTICA NACIONAL S A,200,2.05,410.0,1804,2025/07/29 13:20:05.738
2025,MUNICIPIO DE CAXIAS DO SUL,88830609000139,CAXIAS DO SUL,RS,2025/03/07 00:00:00.000,2025/05/13 00:00:00.000,268077,"CIPROTERONA ACETATO, DOSAGEM:50 MG",COMPRIMIDO,S,Registro de Preços,ADMINISTRATIVA,COMPRIMIDO,76386283000113,DIMEVA DISTRIBUIDORA E IMPORTADORA LTDA,61282661000141,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,20000,3.45,69000.0,1805,2025/07/29 13:20:05.738
